City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1647,Waddan,LY,70.54,scattered clouds,29.16,16.14,محل الشريف محمد العايب
1650,Cehegin,ES,82.4,clear sky,38.09,-1.8,Apartamentos Begastri
1654,Mindelo,CV,84.2,scattered clouds,16.89,-24.98,Hotel Gaudi
1656,Methoni,GR,70.0,few clouds,36.82,21.7,Methoni Beach Hotel
1657,Uyovu,TZ,76.24,broken clouds,-3.28,31.53,
1658,Gandu,BR,79.97,overcast clouds,-13.74,-39.49,Pousada Duarte
1661,Amuntai,ID,76.01,heavy intensity rain,-2.42,115.25,Hotel Balqis
1662,Riyadh,SA,80.6,clear sky,24.69,46.72,InterContinental Riyadh
1664,Poya,NC,72.79,clear sky,-21.35,165.15,
1665,Saint-Georges,GD,82.4,light rain,12.06,-61.75,Siesta Hotel
1669,Saint-Leu,RE,71.6,few clouds,-21.15,55.28,La Caz Oceane
1673,Gerash,IR,77.0,clear sky,27.67,54.14,Chelpasin
1674,Ternate,ID,81.52,light rain,0.8,127.4,Grand Dafam Bela Ternate
1679,Vangaindrano,MG,70.41,overcast clouds,-23.35,47.6,Hotel Fanilo
1680,Veracruz,MX,82.0,clear sky,19.33,-96.67,El Carrizal
1681,Hurghada,EG,78.8,scattered clouds,27.26,33.81,Sea Star Beau Rivage Hotel
1683,Talara,PE,75.2,clear sky,-4.58,-81.27,Hostal Oro Negro
1684,Quelimane,MZ,77.0,scattered clouds,-17.88,36.89,Hotel Flamingo
1685,Santa Rita,BR,86.0,scattered clouds,-7.11,-34.98,Infinity Motel
1686,Mutoko,ZW,75.81,clear sky,-17.4,32.23,Nyamakwere Lodges
1688,Zaragoza,ES,75.0,clear sky,41.66,-0.88,Hotel Goya
1690,Santa Cruz De Tenerife,ES,75.2,clear sky,28.47,-16.25,Hotel Silken Atlántida Santa Cruz
1695,Maroantsetra,MG,70.5,clear sky,-15.43,49.73,La Pagode
1697,Nabire,ID,77.43,light rain,-3.37,135.48,Hotel Nusantara Nabire
1699,Conceicao Da Barra,BR,70.09,light rain,-18.59,-39.73,Cricaré Praia Hotel
1701,Carupano,VE,84.9,light rain,10.67,-63.26,Hotel La dorada
1706,Rincon,US,73.0,broken clouds,32.3,-81.24,Bent tree subdivision
1708,Matlang,PH,81.3,overcast clouds,10.89,124.46,Moussaka Family Resort
1711,Quebrangulo,BR,89.56,broken clouds,-9.32,-36.47,Pousada Central Quebrangulo Al
1714,Ormara,PK,76.98,clear sky,25.21,64.64,
1715,Mattru,SL,83.64,moderate rain,7.62,-11.83,Boima Gbondo's Compound
1716,Porlamar,VE,86.0,overcast clouds,10.96,-63.85,Hotel Bella Vista
1718,Lusaka,ZM,86.0,few clouds,-15.41,28.29,InterContinental Lusaka
1720,Kalemie,CD,76.39,few clouds,-5.95,29.19,Mahobilali
1724,Imbituba,BR,71.6,scattered clouds,-28.24,-48.67,Praia Hotel Imbituba
1728,Nuevo Progreso,MX,78.01,clear sky,23.17,-97.95,Balneario Rio el Paraiso
1730,Livingstone,ZM,89.29,scattered clouds,-17.84,25.85,Gloria's Bed and Breakfast
1731,Saint Thomas Mount,IN,82.4,mist,13.0,80.2,Hilton Chennai
1733,Lundazi,ZM,70.66,light rain,-12.29,33.18,Country 24 Lodge
1736,Pokaran,IN,75.74,heavy intensity rain,26.92,71.92,Motel Pokaran - RTDC
1739,Papara,BR,87.8,scattered clouds,-3.98,-38.73,Bela vista Maranguape
1741,Sao Jose Da Coroa Grande,BR,81.75,overcast clouds,-8.9,-35.15,Crôa Mares Hotel
1742,Mochicahui,MX,79.0,broken clouds,25.93,-108.93,Abarrotes alcantar
1743,Mahajanga,MG,80.6,few clouds,-15.72,46.32,Restaurant Greedy Coco Lodge Majunga
1745,Olinda,BR,86.0,scattered clouds,-8.01,-34.86,Hotel 5 Sóis
1748,Marondera,ZW,70.92,overcast clouds,-18.19,31.55,HopeFay Conference Centre
1750,Moron,AR,75.99,clear sky,-34.65,-58.62,Hotel Morón
1751,Ziro,IN,75.2,mist,27.63,93.83,Ka-ngam homestay
1752,Buin,CL,73.0,clear sky,-33.73,-70.75,Paihuen
1761,Dawei,MM,77.29,few clouds,14.08,98.2,Hotel Dawei
1762,Melur,IN,84.2,haze,10.05,78.33,hotel temple city
1764,Katobu,ID,75.06,overcast clouds,-4.94,122.53,La Ode Husein
1766,Manzanillo,CU,83.97,overcast clouds,20.34,-77.12,Adrian & Tonia
1768,Beni Mazar,EG,76.26,clear sky,28.5,30.8,مسجد الشيخ ابوالليل
1772,Aljezur,PT,73.83,scattered clouds,37.32,-8.8,Amazigh Hostel
1774,Acarau,BR,88.99,scattered clouds,-2.89,-40.12,castelo pizzaria
1775,Buluang,PH,76.87,moderate rain,13.31,123.34,Enon Beach Resort
1776,Alugan,PH,78.3,broken clouds,12.22,125.48,BEMBEM RAIN FEED RESORT
1777,Navirai,BR,82.47,clear sky,-23.07,-54.19,Dubai Hotel - Também sua casa!
1779,Guanay,BO,90.0,few clouds,-15.5,-67.88,Hotel Ritzy
1780,Hun,LY,70.52,scattered clouds,29.13,15.95,Alrwasi Hotel
1781,South Venice,US,84.99,few clouds,27.05,-82.42,Rodeway Inn
1788,Mangrol,IN,82.09,clear sky,21.12,70.12,Hotel The Royal Honours
1790,Touba,CI,87.8,broken clouds,8.28,-7.68,Hotel de L'Amitié Vraie
1792,Panaba,MX,77.95,broken clouds,21.28,-88.27,Hotel Amor
1795,Nicoya,CR,80.6,clear sky,10.15,-85.45,Guayacan Real
1796,Salawagan,PH,72.77,overcast clouds,7.71,125.11,Malacca homes subdivision
1797,Esmeraldas,BR,82.4,broken clouds,-19.76,-44.31,Hotel Fazenda Lagoa Azul
1798,Wilmington,US,78.01,overcast clouds,34.23,-77.94,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
1802,Rio Bananal,BR,72.9,overcast clouds,-19.27,-40.33,Hotel Carolina
1803,Palauig,PH,80.15,heavy intensity rain,15.44,119.9,Myhousebythesea
1805,Fuerte,PH,80.78,moderate rain,17.54,120.36,Giordion Inn
1816,Bantacan,PH,75.4,light rain,7.6,126.13,MARLENE PADURAN
1817,Banda Aceh,ID,80.28,overcast clouds,5.56,95.32,OYO 884 Rumoh PMI Hotel
1824,Kota Bahru,MY,82.4,few clouds,6.13,102.24,Grand Riverview Hotel
1831,Leon,MX,70.38,clear sky,21.12,-101.67,Hotel Misión León
1833,Tiznit,MA,77.97,clear sky,29.58,-9.5,
1837,Maunabo,PR,87.01,overcast clouds,18.01,-65.9,Maunacaribe
1845,San Lorenzo,PY,84.2,few clouds,-25.33,-57.53,Ámbar Hotel
1847,Wamba,NG,88.18,scattered clouds,8.93,8.6,Roma Zee Guest House Annex
1848,Mahanje,TZ,73.06,light rain,-9.93,35.33,
1850,Rio Pardo De Minas,BR,75.94,overcast clouds,-15.61,-42.54,Hotel Oásis Cidade Alta
1852,Caibarien,CU,84.2,broken clouds,22.52,-79.47,La Nena
1854,Palmeira Das Missoes,BR,73.29,clear sky,-27.9,-53.31,Hotel De Carli
1856,Tirumullaivasal,IN,80.82,broken clouds,11.23,79.83,"MATHAMPATTINAM, MODUNUTTI GROUP"
1860,Wanlaweyn,SO,79.86,moderate rain,2.62,44.89,Haji Qasim Hotel
1864,Mahibadhoo,MV,82.87,scattered clouds,3.78,72.97,Omadhoo Inn
1865,Sabancuy,MX,78.82,light rain,18.97,-91.18,Hotel Aguilar
1869,Iranshahr,IR,77.0,clear sky,27.2,60.68,کافی نت دانشگاه
1871,Ishurdi,BD,78.87,overcast clouds,24.13,89.08,অরন্য ছাত্রাবাস
1872,Corralillo,CU,83.62,clear sky,22.98,-80.59,Hostal De Pedri
1874,Bull Savanna,JM,79.3,light rain,17.89,-77.59,Big Red's
1875,San Nicolas,PH,78.8,light intensity shower rain,18.17,120.6,NORTHVIEW Hotel
1878,Yenangyaung,MM,77.88,light rain,20.47,94.88,Hotel Country
1879,Nuqui,CO,80.87,light rain,5.71,-77.27,Hotel Nuquimar
1884,Ouango,CF,75.81,overcast clouds,4.31,22.56,
1887,Correntina,BR,83.93,heavy intensity rain,-13.34,-44.64,Hotel Pousada dos Sonhos
1890,Fernandina Beach,US,79.0,scattered clouds,30.67,-81.46,Hampton Inn Amelia Island at Fernandina Beach
1891,Dhangadhi,NP,70.0,clear sky,28.71,80.6,Hotel Devotee
1896,Eldorado,BR,80.96,clear sky,-23.79,-54.28,Villa Verde Hotel
1898,Ogaminana,NG,89.02,scattered clouds,7.59,6.22,Mashida Guest House
1900,Dahod,IN,74.3,clear sky,22.83,74.27,Hotel Laxmi Inn
1901,Paso De Patria,AR,81.0,clear sky,-27.25,-58.55,Casa de Edgar Garcia
1903,Finschhafen,PG,80.06,clear sky,-6.6,147.87,Cossam Guest House
1904,Dhamrai,BD,77.0,haze,23.92,90.21,Dhamrai to Kalampur Auto Station
1905,Lao Cai,VN,74.55,overcast clouds,22.48,103.95,Legend Hotel
1907,Dire Dawa,ET,71.02,few clouds,9.59,41.87,Samrat Hotel
1910,Ahuimanu,US,71.6,few clouds,21.44,-157.84,Paradise Bay Resort
1922,Umarkot,PK,81.88,clear sky,25.36,69.74,Qureshi Loudge
1923,Prado,BR,72.34,overcast clouds,-17.34,-39.22,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
1924,Melilla,ES,71.6,few clouds,35.29,-2.94,Hotel Anfora
1925,Tres Arroyos,AR,74.97,scattered clouds,-38.37,-60.28,Habitacion Triple con baño y entrada privada
1927,Muleba,TZ,72.21,scattered clouds,-1.84,31.65,NALPHIN HOTEL
1928,Altamira,BR,89.6,broken clouds,-3.2,-52.21,Requinte Hotel
1930,Noumea,NC,77.0,clear sky,-22.28,166.46,Hôtel Le Lagon
1931,Nsanje,MW,84.45,scattered clouds,-16.92,35.26,Nsanje Discovery Lodge
1932,Orthez,FR,80.6,clear sky,43.49,-0.77,Kyriad Orthez
1933,Tezu,IN,70.84,broken clouds,27.92,96.17,Circuit House
1936,Likasi,CD,76.91,scattered clouds,-10.98,26.73,TABERNACLE DE LIKASI
1937,Gazanjyk,TM,72.34,scattered clouds,39.24,55.52,Railway motel
1944,Abu Kamal,SY,76.69,broken clouds,34.45,40.92,محطة التلفاز
1947,Minbu,MM,77.54,moderate rain,20.18,94.88,Kaung Thar Guest House - Burmese Only
1949,Epe,NG,83.5,light rain,6.58,3.98,MAGVILLE HOTEL
1951,Mango,US,84.99,overcast clouds,27.98,-82.31,Embassy Suites by Hilton Tampa Brandon - OPEN
1953,Lazaro Cardenas,MX,84.63,scattered clouds,17.96,-102.2,Collection O Hotel Quinta Antigua
1954,Ballia,IN,75.2,clear sky,25.76,84.15,SWAAD RESTAURANT(HOTEL BHARAT)
1955,Karpathos,GR,71.6,few clouds,35.51,27.21,Alex
1961,Barcelona,ES,73.4,clear sky,41.39,2.16,Axel Hotel Barcelona
1966,Tulum,MX,84.2,scattered clouds,20.22,-87.47,Kin Ha
1968,Poso,ID,84.0,overcast clouds,-1.4,120.75,Hotel 77 Poso
1969,Kisangani,CD,77.56,overcast clouds,0.52,25.2,Grand Ramela Hotel
1970,Koroni,GR,70.0,few clouds,36.8,21.95,Apartments Xenios Zeus 1
1973,Tchollire,CM,88.47,broken clouds,8.4,14.17,"Auberge ""l'amicale"""
1980,Barranco,PA,84.2,broken clouds,9.52,-82.7,
1982,Chongwe,ZM,86.0,few clouds,-15.33,28.68,Farm KS
1983,Bandrele,YT,80.6,broken clouds,-12.91,45.19,Les Baobabs
1988,Aswan,EG,80.56,clear sky,24.09,32.91,Nuba Nile
1989,Guapore,BR,73.99,clear sky,-28.85,-51.89,Hotel Topo Gigio
1993,Kudahuvadhoo,MV,83.19,scattered clouds,2.67,72.89,Kudahuvadhoo Retreat
1994,Jati,PK,81.73,clear sky,24.35,68.27,
1996,Nusaybin,TR,77.0,sand,37.08,41.22,Aydinlar Hotel
1998,Ubaira,BR,80.6,overcast clouds,-13.27,-39.66,Grupo Navarro
2000,Danane,CI,87.62,scattered clouds,7.26,-8.15,Hotel du marché
2003,Kamina,CD,73.94,scattered clouds,-8.74,24.99,Guest House la Grace
2006,Macrohon,PH,81.21,overcast clouds,10.08,124.94,Banahaw Creek
2007,Mochudi,BW,75.2,scattered clouds,-24.42,26.15,Motsile BigMots' Place
2008,Sibu,MY,75.2,scattered clouds,2.3,111.82,RH HOTEL (4 Star)
2009,Camabatela,AO,72.1,light rain,-8.19,15.38,Pensão E Restaurantes
2015,Lakhimpur,IN,72.59,clear sky,27.95,80.77,Hotel Surabhi
2017,Karangampel,ID,80.96,overcast clouds,-6.46,108.45,ARIE SAFARI
2019,La Romana,DO,86.0,scattered clouds,18.43,-68.97,Casa de Campo Resort and Villas
2022,Morros,BR,88.12,broken clouds,-9.45,-46.3,
2025,Illapel,CL,77.0,clear sky,-31.63,-71.17,Hotel Londres
2026,Labuhan,ID,79.05,overcast clouds,-6.88,112.21,bador sepret
2027,Sao Luiz Gonzaga,BR,77.4,clear sky,-28.41,-54.96,Xerife Hotel
2029,Panama City,PA,82.4,scattered clouds,8.99,-79.52,Trump International Hotel & Tower Panama
2030,Siquijor,PH,78.8,overcast clouds,9.21,123.52,Cecilia's Guesthouse
2051,Savannah Bight,HN,77.0,broken clouds,16.45,-85.85,Villa on Dunbar Rock
2052,Fatehpur,IN,74.43,few clouds,25.93,80.8,City Club
2057,Balkanabat,TM,70.93,scattered clouds,39.51,54.37,Nebitchi Hotel
2062,Makokou,GA,75.88,overcast clouds,0.57,12.86,WAMY RESIDENCE HOTEL
2063,Benjamin Constant,BR,84.2,broken clouds,-4.38,-70.03,CASA AVALIADA
2065,Ankpa,NG,87.13,broken clouds,7.37,7.63,AA Suites
2067,Vaijapur,IN,76.21,broken clouds,19.92,74.73,HOTEL MATOSHRI
2068,Itainopolis,BR,85.35,overcast clouds,-7.45,-41.48,Pousada Posto Club Frank Aguiar
2074,Avare,BR,71.62,broken clouds,-23.1,-48.93,Residence Villa Verde
2076,Dutse,NG,89.49,overcast clouds,11.76,9.34,Kaci
2079,Kasama,ZM,72.43,light rain,-10.21,31.18,Kalebalika Cottages
2083,Sri Aman,MY,75.2,light rain,1.24,111.46,Seri Simanggang Hotel
2085,Blumenau,BR,72.0,broken clouds,-26.92,-49.07,Hotel Mansiones
2086,Dhidhdhoo,MV,83.05,few clouds,6.88,73.1,Dhidhoo beach
2093,Bumba,CD,75.56,overcast clouds,2.18,22.47,Hôtel Cape Town
2096,General Roca,AR,80.6,clear sky,-39.03,-67.58,Hotel El Recreo
2097,Saint Simons,US,75.2,broken clouds,31.14,-81.39,Holiday Inn Express Saint Simons Island
2101,Vieques,PR,87.8,haze,18.43,-65.83,Melia Coco Beach
2102,Denpasar,ID,78.33,scattered clouds,-8.65,115.22,ASTON Denpasar Hotel & Convention Center
2108,Holalkere,IN,74.68,scattered clouds,14.03,76.18,Hotel Sneha Comforts
2110,Banting,MY,80.6,light rain,2.82,101.5,Hotel Intan Jugra
